window_id,source_clip_id,source_path,category,coarse_class,subject,window_start_frame,window_end_frame,output_path
train_013267_unknown_mixed_000608_002802_w000150_000195,train_013267_unknown_mixed_000608_002802,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,unknown_mixed,other,bk,150,195,windows/train/unknown_mixed/train_013267_unknown_mixed_000608_002802_w000150_000195.npz
train_013267_unknown_mixed_000608_002802_w000210_000255,train_013267_unknown_mixed_000608_002802,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,unknown_mixed,other,bk,210,255,windows/train/unknown_mixed/train_013267_unknown_mixed_000608_002802_w000210_000255.npz
train_013267_unknown_mixed_003048_004425_w000270_000315,train_013267_unknown_mixed_003048_004425,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,unknown_mixed,other,bk,270,315,windows/train/unknown_mixed/train_013267_unknown_mixed_003048_004425_w000270_000315.npz
train_013267_unknown_mixed_006007_008375_w000345_000390,train_013267_unknown_mixed_006007_008375,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,unknown_mixed,other,bk,345,390,windows/train/unknown_mixed/train_013267_unknown_mixed_006007_008375_w000345_000390.npz
train_013267_unknown_mixed_006007_008375_w000435_000480,train_013267_unknown_mixed_006007_008375,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,unknown_mixed,other,bk,435,480,windows/train/unknown_mixed/train_013267_unknown_mixed_006007_008375_w000435_000480.npz
train_013267_unknown_mixed_006007_008375_w000547_000592,train_013267_unknown_mixed_006007_008375,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,unknown_mixed,other,bk,547,592,windows/train/unknown_mixed/train_013267_unknown_mixed_006007_008375_w000547_000592.npz
train_013267_walk_005517_006007_w000000_000045,train_013267_walk_005517_006007,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_013267_walk_005517_006007_w000000_000045.npz
train_013267_walk_005517_006007_w000015_000060,train_013267_walk_005517_006007,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_013267_walk_005517_006007_w000015_000060.npz
train_013267_walk_005517_006007_w000030_000075,train_013267_walk_005517_006007,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,walk,walk,bk,30,75,windows/train/walk/train_013267_walk_005517_006007_w000030_000075.npz
train_013267_walk_005517_006007_w000045_000090,train_013267_walk_005517_006007,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,walk,walk,bk,45,90,windows/train/walk/train_013267_walk_005517_006007_w000045_000090.npz
train_013267_walk_005517_006007_w000060_000105,train_013267_walk_005517_006007,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,walk,walk,bk,60,105,windows/train/walk/train_013267_walk_005517_006007_w000060_000105.npz
train_013267_walk_005517_006007_w000075_000120,train_013267_walk_005517_006007,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,walk,walk,bk,75,120,windows/train/walk/train_013267_walk_005517_006007_w000075_000120.npz
train_013267_walk_005517_006007_w000078_000123,train_013267_walk_005517_006007,MPI_HDM05/bk/HDM_bk_01-01_02_120_poses.npz,walk,walk,bk,78,123,windows/train/walk/train_013267_walk_005517_006007_w000078_000123.npz
train_004283_unknown_mixed_000000_000715_w000000_000045,train_004283_unknown_mixed_000000_000715,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_004283_unknown_mixed_000000_000715_w000000_000045.npz
train_004283_unknown_mixed_000000_000715_w000030_000075,train_004283_unknown_mixed_000000_000715,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,unknown_mixed,other,bk,30,75,windows/train/unknown_mixed/train_004283_unknown_mixed_000000_000715_w000030_000075.npz
train_004283_unknown_mixed_002869_005347_w000060_000105,train_004283_unknown_mixed_002869_005347,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,unknown_mixed,other,bk,60,105,windows/train/unknown_mixed/train_004283_unknown_mixed_002869_005347_w000060_000105.npz
train_004283_unknown_mixed_002869_005347_w000090_000135,train_004283_unknown_mixed_002869_005347,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,unknown_mixed,other,bk,90,135,windows/train/unknown_mixed/train_004283_unknown_mixed_002869_005347_w000090_000135.npz
train_004283_unknown_mixed_002869_005347_w000120_000165,train_004283_unknown_mixed_002869_005347,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,unknown_mixed,other,bk,120,165,windows/train/unknown_mixed/train_004283_unknown_mixed_002869_005347_w000120_000165.npz
train_004283_unknown_mixed_002869_005347_w000195_000240,train_004283_unknown_mixed_002869_005347,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,unknown_mixed,other,bk,195,240,windows/train/unknown_mixed/train_004283_unknown_mixed_002869_005347_w000195_000240.npz
train_004283_unknown_mixed_002869_005347_w000300_000345,train_004283_unknown_mixed_002869_005347,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,unknown_mixed,other,bk,300,345,windows/train/unknown_mixed/train_004283_unknown_mixed_002869_005347_w000300_000345.npz
train_004283_unknown_mixed_002869_005347_w000390_000435,train_004283_unknown_mixed_002869_005347,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,unknown_mixed,other,bk,390,435,windows/train/unknown_mixed/train_004283_unknown_mixed_002869_005347_w000390_000435.npz
train_004283_unknown_mixed_002869_005347_w000495_000540,train_004283_unknown_mixed_002869_005347,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,unknown_mixed,other,bk,495,540,windows/train/unknown_mixed/train_004283_unknown_mixed_002869_005347_w000495_000540.npz
train_004283_unknown_mixed_002869_005347_w000575_000620,train_004283_unknown_mixed_002869_005347,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,unknown_mixed,other,bk,575,620,windows/train/unknown_mixed/train_004283_unknown_mixed_002869_005347_w000575_000620.npz
train_004283_walk_000715_001243_w000000_000045,train_004283_walk_000715_001243,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_004283_walk_000715_001243_w000000_000045.npz
train_004283_walk_005347_006073_w000015_000060,train_004283_walk_005347_006073,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_004283_walk_005347_006073_w000015_000060.npz
train_004283_walk_007411_008359_w000030_000075,train_004283_walk_007411_008359,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,walk,walk,bk,30,75,windows/train/walk/train_004283_walk_007411_008359_w000030_000075.npz
train_004283_walk_000715_001243_w000060_000105,train_004283_walk_000715_001243,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,walk,walk,bk,60,105,windows/train/walk/train_004283_walk_000715_001243_w000060_000105.npz
train_004283_walk_005347_006073_w000075_000120,train_004283_walk_005347_006073,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,walk,walk,bk,75,120,windows/train/walk/train_004283_walk_005347_006073_w000075_000120.npz
train_004283_walk_007411_008359_w000090_000135,train_004283_walk_007411_008359,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,walk,walk,bk,90,135,windows/train/walk/train_004283_walk_007411_008359_w000090_000135.npz
train_004283_walk_006367_007051_w000120_000165,train_004283_walk_006367_007051,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,walk,walk,bk,120,165,windows/train/walk/train_004283_walk_006367_007051_w000120_000165.npz
train_004283_walk_005347_006073_w000137_000182,train_004283_walk_005347_006073,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,walk,walk,bk,137,182,windows/train/walk/train_004283_walk_005347_006073_w000137_000182.npz
train_004283_walk_007411_008359_w000192_000237,train_004283_walk_007411_008359,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,walk,walk,bk,192,237,windows/train/walk/train_004283_walk_007411_008359_w000192_000237.npz
train_004283_walk_001549_002869_w000285_000330,train_004283_walk_001549_002869,MPI_HDM05/bk/HDM_bk_01-01_03_120_poses.npz,walk,walk,bk,285,330,windows/train/walk/train_004283_walk_001549_002869_w000285_000330.npz
train_012144_unknown_mixed_000000_000403_w000000_000045,train_012144_unknown_mixed_000000_000403,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_012144_unknown_mixed_000000_000403_w000000_000045.npz
train_012144_unknown_mixed_003200_003421_w000000_000045,train_012144_unknown_mixed_003200_003421,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_012144_unknown_mixed_003200_003421_w000000_000045.npz
train_012144_unknown_mixed_003200_003421_w000011_000056,train_012144_unknown_mixed_003200_003421,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,unknown_mixed,other,bk,11,56,windows/train/unknown_mixed/train_012144_unknown_mixed_003200_003421_w000011_000056.npz
train_012144_unknown_mixed_000000_000403_w000015_000060,train_012144_unknown_mixed_000000_000403,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_012144_unknown_mixed_000000_000403_w000015_000060.npz
train_012144_unknown_mixed_000000_000403_w000030_000075,train_012144_unknown_mixed_000000_000403,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,unknown_mixed,other,bk,30,75,windows/train/unknown_mixed/train_012144_unknown_mixed_000000_000403_w000030_000075.npz
train_012144_unknown_mixed_000000_000403_w000045_000090,train_012144_unknown_mixed_000000_000403,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,unknown_mixed,other,bk,45,90,windows/train/unknown_mixed/train_012144_unknown_mixed_000000_000403_w000045_000090.npz
train_012144_unknown_mixed_000000_000403_w000056_000101,train_012144_unknown_mixed_000000_000403,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,unknown_mixed,other,bk,56,101,windows/train/unknown_mixed/train_012144_unknown_mixed_000000_000403_w000056_000101.npz
train_012144_run_001230_001625_w000000_000045,train_012144_run_001230_001625,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,run,run,bk,0,45,windows/train/run/train_012144_run_001230_001625_w000000_000045.npz
train_012144_run_001750_002060_w000000_000045,train_012144_run_001750_002060,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,run,run,bk,0,45,windows/train/run/train_012144_run_001750_002060_w000000_000045.npz
train_012144_run_001230_001625_w000015_000060,train_012144_run_001230_001625,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,run,run,bk,15,60,windows/train/run/train_012144_run_001230_001625_w000015_000060.npz
train_012144_run_001750_002060_w000015_000060,train_012144_run_001750_002060,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,run,run,bk,15,60,windows/train/run/train_012144_run_001750_002060_w000015_000060.npz
train_012144_run_001230_001625_w000030_000075,train_012144_run_001230_001625,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,run,run,bk,30,75,windows/train/run/train_012144_run_001230_001625_w000030_000075.npz
train_012144_run_001750_002060_w000030_000075,train_012144_run_001750_002060,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,run,run,bk,30,75,windows/train/run/train_012144_run_001750_002060_w000030_000075.npz
train_012144_run_001750_002060_w000033_000078,train_012144_run_001750_002060,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,run,run,bk,33,78,windows/train/run/train_012144_run_001750_002060_w000033_000078.npz
train_012144_run_001230_001625_w000045_000090,train_012144_run_001230_001625,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,run,run,bk,45,90,windows/train/run/train_012144_run_001230_001625_w000045_000090.npz
train_012144_run_001230_001625_w000054_000099,train_012144_run_001230_001625,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,run,run,bk,54,99,windows/train/run/train_012144_run_001230_001625_w000054_000099.npz
train_012144_walk_000403_001070_w000000_000045,train_012144_walk_000403_001070,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_012144_walk_000403_001070_w000000_000045.npz
train_012144_walk_002915_003200_w000000_000045,train_012144_walk_002915_003200,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_012144_walk_002915_003200_w000000_000045.npz
train_012144_walk_002368_002770_w000015_000060,train_012144_walk_002368_002770,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_012144_walk_002368_002770_w000015_000060.npz
train_012144_walk_002915_003200_w000027_000072,train_012144_walk_002915_003200,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,walk,walk,bk,27,72,windows/train/walk/train_012144_walk_002915_003200_w000027_000072.npz
train_012144_walk_002368_002770_w000030_000075,train_012144_walk_002368_002770,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,walk,walk,bk,30,75,windows/train/walk/train_012144_walk_002368_002770_w000030_000075.npz
train_012144_walk_000403_001070_w000045_000090,train_012144_walk_000403_001070,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,walk,walk,bk,45,90,windows/train/walk/train_012144_walk_000403_001070_w000045_000090.npz
train_012144_walk_002368_002770_w000056_000101,train_012144_walk_002368_002770,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,walk,walk,bk,56,101,windows/train/walk/train_012144_walk_002368_002770_w000056_000101.npz
train_012144_walk_000403_001070_w000075_000120,train_012144_walk_000403_001070,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,walk,walk,bk,75,120,windows/train/walk/train_012144_walk_000403_001070_w000075_000120.npz
train_012144_walk_000403_001070_w000105_000150,train_012144_walk_000403_001070,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,walk,walk,bk,105,150,windows/train/walk/train_012144_walk_000403_001070_w000105_000150.npz
train_012144_walk_000403_001070_w000122_000167,train_012144_walk_000403_001070,MPI_HDM05/bk/HDM_bk_01-02_01_120_poses.npz,walk,walk,bk,122,167,windows/train/walk/train_012144_walk_000403_001070_w000122_000167.npz
train_008014_unknown_mixed_000000_000360_w000000_000045,train_008014_unknown_mixed_000000_000360,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_008014_unknown_mixed_000000_000360_w000000_000045.npz
train_008014_unknown_mixed_001506_001798_w000000_000045,train_008014_unknown_mixed_001506_001798,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_008014_unknown_mixed_001506_001798_w000000_000045.npz
train_008014_unknown_mixed_000000_000360_w000015_000060,train_008014_unknown_mixed_000000_000360,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_008014_unknown_mixed_000000_000360_w000015_000060.npz
train_008014_unknown_mixed_001506_001798_w000015_000060,train_008014_unknown_mixed_001506_001798,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_008014_unknown_mixed_001506_001798_w000015_000060.npz
train_008014_unknown_mixed_002359_002834_w000015_000060,train_008014_unknown_mixed_002359_002834,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,unknown_mixed,other,bk,15,60,windows/train/unknown_mixed/train_008014_unknown_mixed_002359_002834_w000015_000060.npz
train_008014_unknown_mixed_000000_000360_w000030_000075,train_008014_unknown_mixed_000000_000360,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,unknown_mixed,other,bk,30,75,windows/train/unknown_mixed/train_008014_unknown_mixed_000000_000360_w000030_000075.npz
train_008014_unknown_mixed_002359_002834_w000030_000075,train_008014_unknown_mixed_002359_002834,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,unknown_mixed,other,bk,30,75,windows/train/unknown_mixed/train_008014_unknown_mixed_002359_002834_w000030_000075.npz
train_008014_unknown_mixed_000000_000360_w000045_000090,train_008014_unknown_mixed_000000_000360,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,unknown_mixed,other,bk,45,90,windows/train/unknown_mixed/train_008014_unknown_mixed_000000_000360_w000045_000090.npz
train_008014_unknown_mixed_002359_002834_w000060_000105,train_008014_unknown_mixed_002359_002834,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,unknown_mixed,other,bk,60,105,windows/train/unknown_mixed/train_008014_unknown_mixed_002359_002834_w000060_000105.npz
train_008014_unknown_mixed_002359_002834_w000074_000119,train_008014_unknown_mixed_002359_002834,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,unknown_mixed,other,bk,74,119,windows/train/unknown_mixed/train_008014_unknown_mixed_002359_002834_w000074_000119.npz
train_008014_run_000833_001163_w000000_000045,train_008014_run_000833_001163,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,run,run,bk,0,45,windows/train/run/train_008014_run_000833_001163_w000000_000045.npz
train_008014_run_001184_001506_w000000_000045,train_008014_run_001184_001506,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,run,run,bk,0,45,windows/train/run/train_008014_run_001184_001506_w000000_000045.npz
train_008014_run_000833_001163_w000015_000060,train_008014_run_000833_001163,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,run,run,bk,15,60,windows/train/run/train_008014_run_000833_001163_w000015_000060.npz
train_008014_run_001184_001506_w000015_000060,train_008014_run_001184_001506,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,run,run,bk,15,60,windows/train/run/train_008014_run_001184_001506_w000015_000060.npz
train_008014_run_000833_001163_w000030_000075,train_008014_run_000833_001163,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,run,run,bk,30,75,windows/train/run/train_008014_run_000833_001163_w000030_000075.npz
train_008014_run_001184_001506_w000030_000075,train_008014_run_001184_001506,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,run,run,bk,30,75,windows/train/run/train_008014_run_001184_001506_w000030_000075.npz
train_008014_run_001184_001506_w000036_000081,train_008014_run_001184_001506,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,run,run,bk,36,81,windows/train/run/train_008014_run_001184_001506_w000036_000081.npz
train_008014_run_000833_001163_w000038_000083,train_008014_run_000833_001163,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,run,run,bk,38,83,windows/train/run/train_008014_run_000833_001163_w000038_000083.npz
train_008014_walk_000360_000768_w000000_000045,train_008014_walk_000360_000768,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_008014_walk_000360_000768_w000000_000045.npz
train_008014_walk_001798_002190_w000000_000045,train_008014_walk_001798_002190,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,walk,walk,bk,0,45,windows/train/walk/train_008014_walk_001798_002190_w000000_000045.npz
train_008014_walk_000360_000768_w000015_000060,train_008014_walk_000360_000768,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_008014_walk_000360_000768_w000015_000060.npz
train_008014_walk_001798_002190_w000015_000060,train_008014_walk_001798_002190,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,walk,walk,bk,15,60,windows/train/walk/train_008014_walk_001798_002190_w000015_000060.npz
train_008014_walk_000360_000768_w000030_000075,train_008014_walk_000360_000768,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,walk,walk,bk,30,75,windows/train/walk/train_008014_walk_000360_000768_w000030_000075.npz
train_008014_walk_001798_002190_w000030_000075,train_008014_walk_001798_002190,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,walk,walk,bk,30,75,windows/train/walk/train_008014_walk_001798_002190_w000030_000075.npz
train_008014_walk_000360_000768_w000045_000090,train_008014_walk_000360_000768,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,walk,walk,bk,45,90,windows/train/walk/train_008014_walk_000360_000768_w000045_000090.npz
train_008014_walk_001798_002190_w000045_000090,train_008014_walk_001798_002190,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,walk,walk,bk,45,90,windows/train/walk/train_008014_walk_001798_002190_w000045_000090.npz
train_008014_walk_001798_002190_w000053_000098,train_008014_walk_001798_002190,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,walk,walk,bk,53,98,windows/train/walk/train_008014_walk_001798_002190_w000053_000098.npz
train_008014_walk_000360_000768_w000057_000102,train_008014_walk_000360_000768,MPI_HDM05/bk/HDM_bk_01-02_02_120_poses.npz,walk,walk,bk,57,102,windows/train/walk/train_008014_walk_000360_000768_w000057_000102.npz
train_000674_idle_000622_001213_w000000_000045,train_000674_idle_000622_001213,MPI_HDM05/bk/HDM_bk_01-03_01_120_poses.npz,idle,other,bk,0,45,windows/train/idle/train_000674_idle_000622_001213_w000000_000045.npz
train_000674_unknown_mixed_002679_002923_w000000_000045,train_000674_unknown_mixed_002679_002923,MPI_HDM05/bk/HDM_bk_01-03_01_120_poses.npz,unknown_mixed,other,bk,0,45,windows/train/unknown_mixed/train_000674_unknown_mixed_002679_002923_w000000_000045.npz
train_000674_idle_002923_003579_w000015_000060,train_000674_idle_002923_003579,MPI_HDM05/bk/HDM_bk_01-03_01_120_poses.npz,idle,other,bk,15,60,windows/train/idle/train_000674_idle_002923_003579_w000015_000060.npz
